name,available,base_power,constant_active_power,constant_reactive_power,impedance_active_power,impedance_reactive_power,current_active_power,current_reactive_power,max_constant_active_power,max_constant_reactive_power,max_impedance_active_power,max_impedance_reactive_power,max_current_active_power,max_current_reactive_power
load_78666~CS,true,100.0,26.479999999999997,5.1,0.0,0.0,0.0,0.0,26.479999999999997,5.1,0.0,0.0,0.0,0.0
load_78669~CS,true,100.0,69.72,21.85,0.0,0.0,0.0,0.0,69.72,21.85,0.0,0.0,0.0,0.0
load_78670~CS,true,100.0,28.71,7.829999999999999,0.0,0.0,0.0,0.0,28.71,7.829999999999999,0.0,0.0,0.0,0.0
load_78671~CS,true,100.0,16.32,4.41,0.0,0.0,0.0,0.0,16.32,4.41,0.0,0.0,0.0,0.0
load_78672~CS,true,100.0,29.020000000000003,12.770000000000001,0.0,0.0,0.0,0.0,29.020000000000003,12.770000000000001,0.0,0.0,0.0,0.0
load_78673~CS,true,100.0,32.36,9.07,0.0,0.0,0.0,0.0,32.36,9.07,0.0,0.0,0.0,0.0
load_78675~CS,true,100.0,20.07,6.660000000000001,0.0,0.0,0.0,0.0,20.07,6.660000000000001,0.0,0.0,0.0,0.0
load_78676~CS,true,100.0,5.27,5.33,0.0,0.0,0.0,0.0,5.27,5.33,0.0,0.0,0.0,0.0
load_78677~CS,true,100.0,47.84,12.67,0.0,0.0,0.0,0.0,47.84,12.67,0.0,0.0,0.0,0.0
load_78679~CS,true,100.0,13.07,1.51,0.0,0.0,0.0,0.0,13.07,1.51,0.0,0.0,0.0,0.0
load_78682~CS,true,100.0,18.9,3.07,0.0,0.0,0.0,0.0,18.9,3.07,0.0,0.0,0.0,0.0
load_78683~CS,true,100.0,21.6,6.709999999999999,0.0,0.0,0.0,0.0,21.6,6.709999999999999,0.0,0.0,0.0,0.0
load_78854~CS,true,100.0,6.36,0.91,0.0,0.0,0.0,0.0,6.36,0.91,0.0,0.0,0.0,0.0
load_78855~CS,true,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
load_78858~CS,true,100.0,54.71,8.56,0.0,0.0,0.0,0.0,54.71,8.56,0.0,0.0,0.0,0.0
load_79002~TS,true,100.0,7.48,2.46,0.0,0.0,0.0,0.0,7.48,2.46,0.0,0.0,0.0,0.0
load_79006~HC,true,100.0,25.036,3.3649999999999998,0.0,0.0,0.0,0.0,25.036,3.3649999999999998,0.0,0.0,0.0,0.0
load_79011~TS,true,100.0,3.91,0.9199999999999999,0.0,0.0,0.0,0.0,3.91,0.9199999999999999,0.0,0.0,0.0,0.0
load_79012~TS,true,100.0,9.49,4.03,0.0,0.0,0.0,0.0,9.49,4.03,0.0,0.0,0.0,0.0
load_79018~HC,true,100.0,9.733,2.865,0.0,0.0,0.0,0.0,9.733,2.865,0.0,0.0,0.0,0.0
load_79020~TS,true,100.0,0.19,-0.06,0.0,0.0,0.0,0.0,0.19,-0.06,0.0,0.0,0.0,0.0
load_79037~MU,true,100.0,10.5,3.5000000000000004,0.0,0.0,0.0,0.0,10.5,3.5000000000000004,0.0,0.0,0.0,0.0
load_79040~PS,true,100.0,10.0,3.3329999999999997,0.0,0.0,0.0,0.0,10.0,3.3329999999999997,0.0,0.0,0.0,0.0
load_79044~TS,true,100.0,1.41,0.27,0.0,0.0,0.0,0.0,1.41,0.27,0.0,0.0,0.0,0.0
load_79046~TS,true,100.0,5.38,1.9299999999999997,0.0,0.0,0.0,0.0,5.38,1.9299999999999997,0.0,0.0,0.0,0.0
load_79047~GV,true,100.0,5.863,2.798,0.0,0.0,0.0,0.0,5.863,2.798,0.0,0.0,0.0,0.0
load_79056~HC,true,100.0,2.142,-0.02,0.0,0.0,0.0,0.0,2.142,-0.02,0.0,0.0,0.0,0.0
load_79056~P1,true,100.0,0.559,0.026,0.0,0.0,0.0,0.0,0.559,0.026,0.0,0.0,0.0,0.0
load_79056~P5,true,100.0,9.664,-0.517,0.0,0.0,0.0,0.0,9.664,-0.517,0.0,0.0,0.0,0.0
load_79056~TS,true,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
load_79065~YV,true,100.0,24.316,-1.067,0.0,0.0,0.0,0.0,24.316,-1.067,0.0,0.0,0.0,0.0
load_79069~HC,true,100.0,14.359,7.905999999999999,0.0,0.0,0.0,0.0,14.359,7.905999999999999,0.0,0.0,0.0,0.0
load_79073~TS,true,100.0,5.98,1.96,0.0,0.0,0.0,0.0,5.98,1.96,0.0,0.0,0.0,0.0
load_79074~TS,true,100.0,5.89,2.53,0.0,0.0,0.0,0.0,5.89,2.53,0.0,0.0,0.0,0.0
load_79075~TS,true,100.0,8.49,1.45,0.0,0.0,0.0,0.0,8.49,1.45,0.0,0.0,0.0,0.0
load_79076~TS,true,100.0,8.35,-2.74,0.0,0.0,0.0,0.0,8.35,-2.74,0.0,0.0,0.0,0.0
load_79077~TS,true,100.0,17.38,5.83,0.0,0.0,0.0,0.0,17.38,5.83,0.0,0.0,0.0,0.0
load_79078~TS,true,100.0,39.05,14.790000000000001,0.0,0.0,0.0,0.0,39.05,14.790000000000001,0.0,0.0,0.0,0.0
load_79079~HY,true,100.0,-0.09,0.0,0.0,0.0,0.0,0.0,-0.09,0.0,0.0,0.0,0.0,0.0
load_79079~TS,true,100.0,20.84,6.11,0.0,0.0,0.0,0.0,20.84,6.11,0.0,0.0,0.0,0.0
load_79080~TS,true,100.0,8.32,-2.73,0.0,0.0,0.0,0.0,8.32,-2.73,0.0,0.0,0.0,0.0
load_79081~TS,true,100.0,8.97,-2.95,0.0,0.0,0.0,0.0,8.97,-2.95,0.0,0.0,0.0,0.0
load_79084~TS,true,100.0,3.58,-1.18,0.0,0.0,0.0,0.0,3.58,-1.18,0.0,0.0,0.0,0.0
load_79085~TS,true,100.0,6.02,1.25,0.0,0.0,0.0,0.0,6.02,1.25,0.0,0.0,0.0,0.0
load_79086~TS,true,100.0,17.77,1.73,0.0,0.0,0.0,0.0,17.77,1.73,0.0,0.0,0.0,0.0
load_79088~TS,true,100.0,1.8799999999999997,-0.62,0.0,0.0,0.0,0.0,1.8799999999999997,-0.62,0.0,0.0,0.0,0.0
load_79089~TS,true,100.0,5.02,0.49,0.0,0.0,0.0,0.0,5.02,0.49,0.0,0.0,0.0,0.0
load_79090~TS,true,100.0,4.44,-1.46,0.0,0.0,0.0,0.0,4.44,-1.46,0.0,0.0,0.0,0.0
load_79092~HC,true,100.0,12.242,1.075,0.0,0.0,0.0,0.0,12.242,1.075,0.0,0.0,0.0,0.0
load_79099~TS,true,100.0,19.24,-6.32,0.0,0.0,0.0,0.0,19.24,-6.32,0.0,0.0,0.0,0.0
load_79103~MU,true,100.0,8.09,2.66,0.0,0.0,0.0,0.0,8.09,2.66,0.0,0.0,0.0,0.0
load_79108~TS,true,100.0,14.64,4.29,0.0,0.0,0.0,0.0,14.64,4.29,0.0,0.0,0.0,0.0
load_79111~TS,true,100.0,2.11,0.45000000000000007,0.0,0.0,0.0,0.0,2.11,0.45000000000000007,0.0,0.0,0.0,0.0
load_79118~TS,true,100.0,9.66,2.83,0.0,0.0,0.0,0.0,9.66,2.83,0.0,0.0,0.0,0.0
load_79120~TS,true,100.0,0.4099999999999999,0.12,0.0,0.0,0.0,0.0,0.4099999999999999,0.12,0.0,0.0,0.0,0.0
load_79121~TS,true,100.0,1.63,0.48,0.0,0.0,0.0,0.0,1.63,0.48,0.0,0.0,0.0,0.0
load_79127~TS,true,100.0,12.839999999999998,3.1300000000000003,0.0,0.0,0.0,0.0,12.839999999999998,3.1300000000000003,0.0,0.0,0.0,0.0
load_79135~TS,true,100.0,15.869999999999997,5.22,0.0,0.0,0.0,0.0,15.869999999999997,5.22,0.0,0.0,0.0,0.0
load_79136~TS,true,100.0,4.2,0.44,0.0,0.0,0.0,0.0,4.2,0.44,0.0,0.0,0.0,0.0
load_79137~TS,true,100.0,10.13,2.47,0.0,0.0,0.0,0.0,10.13,2.47,0.0,0.0,0.0,0.0
load_79138~TS,true,100.0,12.509999999999998,3.91,0.0,0.0,0.0,0.0,12.509999999999998,3.91,0.0,0.0,0.0,0.0
load_79138~MU,true,100.0,11.7,3.9,0.0,0.0,0.0,0.0,11.7,3.9,0.0,0.0,0.0,0.0
load_79138~MN,true,100.0,9.72,3.0,0.0,0.0,0.0,0.0,9.72,3.0,0.0,0.0,0.0,0.0
load_79181~TS,true,100.0,3.9599999999999995,1.01,0.0,0.0,0.0,0.0,3.9599999999999995,1.01,0.0,0.0,0.0,0.0
load_79184~TS,true,100.0,4.27,1.08,0.0,0.0,0.0,0.0,4.27,1.08,0.0,0.0,0.0,0.0
load_79184~MN,true,100.0,2.22,0.54,0.0,0.0,0.0,0.0,2.22,0.54,0.0,0.0,0.0,0.0
load_79184~MU,true,100.0,1.58,0.52,0.0,0.0,0.0,0.0,1.58,0.52,0.0,0.0,0.0,0.0
load_79189~TS,true,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
load_79190~TS,true,100.0,6.419999999999999,-2.3,0.0,0.0,0.0,0.0,6.419999999999999,-2.3,0.0,0.0,0.0,0.0
load_79191~TS,true,100.0,0.49,-0.16,0.0,0.0,0.0,0.0,0.49,-0.16,0.0,0.0,0.0,0.0
load_79192~TS,true,100.0,2.4,0.79,0.0,0.0,0.0,0.0,2.4,0.79,0.0,0.0,0.0,0.0
load_79192~HY,true,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
load_79196~MU,true,100.0,5.348,1.783,0.0,0.0,0.0,0.0,5.348,1.783,0.0,0.0,0.0,0.0
load_79262~TS,true,100.0,1.27,0.16,0.0,0.0,0.0,0.0,1.27,0.16,0.0,0.0,0.0,0.0
load_79264~TS,true,100.0,0.9000000000000001,0.3,0.0,0.0,0.0,0.0,0.9000000000000001,0.3,0.0,0.0,0.0,0.0
load_79312~TS,true,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
load_79354~TS,true,100.0,108.49,-7.359999999999999,0.0,0.0,0.0,0.0,108.49,-7.359999999999999,0.0,0.0,0.0,0.0
load_79400~DG,true,100.0,11.0,3.6670000000000003,0.0,0.0,0.0,0.0,11.0,3.6670000000000003,0.0,0.0,0.0,0.0
load_70138~IR,true,100.0,24.167,8.398,0.0,0.0,0.0,0.0,24.167,8.398,0.0,0.0,0.0,0.0
load_70214~GV,true,100.0,34.44,5.33,0.0,0.0,0.0,0.0,34.44,5.33,0.0,0.0,0.0,0.0
load_70396~P3,true,100.0,17.648,-6.868,0.0,0.0,0.0,0.0,17.648,-6.868,0.0,0.0,0.0,0.0
load_79013~WA,true,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
load_79038~MU,true,100.0,2.1,0.7,0.0,0.0,0.0,0.0,2.1,0.7,0.0,0.0,0.0,0.0
load_79038~WA,true,100.0,26.895000000000003,8.965,0.0,0.0,0.0,0.0,26.895000000000003,8.965,0.0,0.0,0.0,0.0
